title,studio,domestic_gross,foreign_gross,year
Paris Can Wait,SPC,5600000.0,19000000.0,2017
Phillauri,FIP,468000.0,5000000.0,2017
Ok Jaanu,FIP,356000.0,5000000.0,2017
An Inconvenient Sequel: Truth to Power,PAR.,3500000.0,1900000.0,2017
Table 19,FOXS,3600000.0,1400000.0,2017
Collide,ORF,2300000.0,2500000.0,2017
The Wall,RATT.,1800000.0,2700000.0,2017
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017
Terminator 2: Judgment Day 3D,DISTRIB.,1000000.0,2900000.0,2017
Brad's Status,ANNAPURNA,2100000.0,1700000.0,2017
Friend Request,ENTMP,3800000.0,19000000.0,2017
Their Finest,STX,3600000.0,19000000.0,2017
Wonderstruck,RATT.,1100000.0,2200000.0,2017
The Leisure Seeker,SPC,3200000.0,19000000.0,2017
Raw (2017),FCW,515000.0,2600000.0,2017
Colossal,NEON,3000000.0,19000000.0,2017
A Gentleman,FIP,410000.0,2500000.0,2017
Inhumans,IMAX,1500000.0,1300000.0,2017
Kedi,OSCI.,2800000.0,19000000.0,2017
The Only Living Boy in New York,RATT.,624000.0,1900000.0,2017
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000.0,19000000.0,2017
Poster Boys,SONY,97000.0,2400000.0,2017
The Salesman,COHEN,2400000.0,19000000.0,2017
Pokemon the Movie: I Choose You!,FATHOM,2400000.0,19000000.0,2017
Jeepers Creepers 3,SCRE.,2300000.0,19000000.0,2017
Un Padre No Tan Padre,PNT,2200000.0,19000000.0,2017
Good Time,A24,2000000.0,19000000.0,2017
Everybody Loves Somebody,PNT,1900000.0,19000000.0,2017
Along with the Gods: The Two Worlds,WGUSA,1900000.0,19000000.0,2017
Youth (2017),CL,1900000.0,19000000.0,2017
Last Flag Flying,LGF,965000.0,904000.0,2017
A Quiet Passion,MBOX,1900000.0,19000000.0,2017
Free Fire,A24,1800000.0,19000000.0,2017
The Last Word,BST,1800000.0,19000000.0,2017
Human Flow,MAGN.,528000.0,1300000.0,2017
Jane (2017),ABR.,1700000.0,19000000.0,2017
A Ghost Story,A24,1600000.0,19000000.0,2017
The Square,MAGN.,1500000.0,19000000.0,2017
Patti Cake$,FOXS,800000.0,682000.0,2017
The Wedding Plan,RATT.,1400000.0,19000000.0,2017
Personal Shopper,IFC,1300000.0,19000000.0,2017
Churchill,COHEN,1300000.0,19000000.0,2017
The Sense of an Ending,CBS,1300000.0,19000000.0,2017
3 Idiotas,PNT,1200000.0,19000000.0,2017
6 Below: Miracle on the Mountain,MOM,14800.0,1100000.0,2017
Lady Macbeth,RATT.,1100000.0,19000000.0,2017
Film Stars Don't Die in Liverpool,SPC,1000000.0,19000000.0,2017
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000.0,19000000.0,2017
Lucky (2017),MAGN.,956000.0,19000000.0,2017
Faces Places,COHEN,954000.0,19000000.0,2017
Tubelight,YASH,930000.0,19000000.0,2017
Frantz,MBOX,881000.0,19000000.0,2017
BOMBSHELL: The Hedy Lamarr Story,ZEIT.,820000.0,19000000.0,2017
Walk With Me,GATHR,727000.0,19000000.0,2017
Buena Vista Social Club: Adios,BG,123000.0,578000.0,2017
Titanic (20th Anniversary),PAR.,692000.0,19000000.0,2017
Lost in Paris,OSCI.,692000.0,19000000.0,2017
Shubh Mangal Saavdhan,EROS,690000.0,19000000.0,2017
The Midwife,MBOX,604000.0,19000000.0,2017
3 Generations,WEIN.,156000.0,375000.0,2017
Fairy Tail: Dragon Cry,FUN,519000.0,19000000.0,2017
Our President,CJ,507000.0,19000000.0,2017
Letters from Baghdad,VITA.,360000.0,143000.0,2017
Breathe (2017),BST,490000.0,19000000.0,2017
Song to Song,BG,444000.0,19000000.0,2017
Tom of Finland,KL,378000.0,19000000.0,2017
God's Own Country,ORION,336000.0,19000000.0,2017
The Breadwinner,GK,312000.0,19000000.0,2017
A Silent Voice,ELEV.,310000.0,19000000.0,2017
My Life as a Zucchini,GK,310000.0,19000000.0,2017
Happy End,SPC,302000.0,19000000.0,2017
After the Storm,FM,272000.0,19000000.0,2017
Wakefield,IFC,263000.0,19000000.0,2017
"I, Daniel Blake",IFC,260000.0,19000000.0,2017
Cezanne et moi,MAGN.,258000.0,19000000.0,2017
The Fortress,CJ,253000.0,19000000.0,2017
Black Butler: Book of the Atlantic,FUN,248000.0,19000000.0,2017
The Swindlers,WGUSA,242000.0,19000000.0,2017
City of Ghosts,IFC,128000.0,100000.0,2017
The Prison,WGUSA,207000.0,19000000.0,2017
The Other Side of Hope,JAN.,184000.0,19000000.0,2017
Marjorie Prime,FR,181000.0,19000000.0,2017
Graduation,IFC,176000.0,19000000.0,2017
Mr. Gaga: A True Story of Love and Dance,ABR.,174000.0,19000000.0,2017
In This Corner of the World,FUN,172000.0,19000000.0,2017
David Lynch: The Art Life,JAN.,171000.0,19000000.0,2017
13 Minutes,SPC,162000.0,19000000.0,2017
The Journey,IFC,155000.0,19000000.0,2017
The Void,SCRE.,151000.0,19000000.0,2017
Blade of the Immortal,MAGN.,151000.0,19000000.0,2017
Thelma,ORCH.,147000.0,19000000.0,2017
BPM (Beats Per Minute),ORCH.,125000.0,19000000.0,2017
Explosion,CL,123000.0,19000000.0,2017
The King's Choice,GOLD.,113000.0,19000000.0,2017
Slack Bay,KL,113000.0,19000000.0,2017
Like Crazy (2017),STRAND,107000.0,19000000.0,2017
Fabricated City,CJ,105000.0,19000000.0,2017
The Lure,JAN.,102000.0,19000000.0,2017
Score: A Film Music Documentary,GRAV.,101000.0,19000000.0,2017
Munna Michael,EROS,99600.0,19000000.0,2017
The Mayor,WGUSA,96800.0,19000000.0,2017
The Fencer,CFI,96000.0,19000000.0,2017
Memoir of a Murderer,WGUSA,91300.0,19000000.0,2017
The King's Case Note,CJ,91000.0,19000000.0,2017
Warriors of the Dawn,FIP,84500.0,19000000.0,2017
The Nile Hilton Incident,STRAND,81100.0,19000000.0,2017
Pop Aye,KL,78000.0,19000000.0,2017
I Can Speak,CJ,63200.0,19000000.0,2017
Tomorrow,UTMW,62500.0,19000000.0,2017
Worlds Apart,CLS,60300.0,19000000.0,2017
Extraordinary Mission,CRIMSON,54200.0,19000000.0,2017
The Ornithologist,STRAND,50500.0,19000000.0,2017
Napping Princess,GK,48200.0,19000000.0,2017
Twenty Two,CL,46800.0,19000000.0,2017
Bluebeard,WGUSA,43100.0,19000000.0,2017
One Week and a Day,OSCI.,41600.0,19000000.0,2017
The Commune,MAGN.,38700.0,19000000.0,2017
A Woman's Life,KL,37600.0,19000000.0,2017
Afterimage,FM,33400.0,19000000.0,2017
Alone in Berlin,IFC,33100.0,19000000.0,2017
The Villainess,WGUSA,27700.0,19000000.0,2017
The Daughter,KL,26400.0,19000000.0,2017
Moscow Never Sleeps,CAVU,25300.0,19000000.0,2017
My Scientology Movie,MAGN.,22900.0,19000000.0,2017
Una,EF,22800.0,19000000.0,2017
Bending the Arc,ABR.,21900.0,19000000.0,2017
The Girl Without Hands,GK,21800.0,19000000.0,2017
Whisky Galore,ARROW,21000.0,19000000.0,2017
RV: Resurrected Victims,WGUSA,20400.0,19000000.0,2017
Better Watch Out,WGUSA,20400.0,19000000.0,2017
Absolutely Anything,ADC,20200.0,19000000.0,2017
Glory (2017),FM,18400.0,19000000.0,2017
Porto,KL,15100.0,19000000.0,2017
Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,14200.0,19000000.0,2017
Abracadabra,SONY,14000.0,19000000.0,2017
Blind,VE,12500.0,19000000.0,2017
Felicite,STRAND,12400.0,19000000.0,2017
Dead Awake (2017),FR,11500.0,19000000.0,2017
The Country Doctor,DISTRIB.,8500.0,19000000.0,2017
Overdrive,VE,7800.0,19000000.0,2017
Suntan,STRAND,6600.0,19000000.0,2017
Trespass Against Us,A24,5700.0,19000000.0,2017
The Ardennes,FM,5600.0,19000000.0,2017
Oro,SONY,5500.0,19000000.0,2017
Singularity,VE,4200.0,19000000.0,2017
Emily (2017),HIBER,3600.0,19000000.0,2017
Max & Leon,DISTRIB.,500.0,19000000.0,2017
2:22,MAGN.,400.0,19000000.0,2017
Avengers: Infinity War,BV,678800000.0,19000000.0,2018
Black Panther,BV,700100000.0,646900000.0,2018
Jurassic World: Fallen Kingdom,UNI.,417700000.0,891800000.0,2018
Incredibles 2,BV,608600000.0,634200000.0,2018
Aquaman,WB,335100000.0,812700000.0,2018
Bohemian Rhapsody,FOX,216400000.0,687200000.0,2018
Venom (2018),SONY,213500000.0,641500000.0,2018
Mission: Impossible - Fallout,PAR.,220200000.0,571000000.0,2018
Deadpool 2,FOX,318500000.0,460500000.0,2018
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018
Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018
Ready Player One,WB,137700000.0,445200000.0,2018
Operation Red Sea,WGUSA,1500000.0,577700000.0,2018
Detective Chinatown 2,WB,2000000.0,542100000.0,2018
The Meg,WB,145400000.0,384800000.0,2018
Ralph Breaks the Internet,BV,201100000.0,328100000.0,2018
Hotel Transylvania 3: Summer Vacation,SONY,167500000.0,361100000.0,2018
Dr. Seuss' The Grinch (2018),UNI.,270600000.0,241000000.0,2018
Bumblebee,PAR.,127200000.0,340800000.0,2018
A Star is Born (2018),WB,215300000.0,218900000.0,2018
Rampage (2018),WB(NL),101000000.0,327000000.0,2018
Mamma Mia! Here We Go Again,UNI.,120600000.0,274400000.0,2018
Solo: A Star Wars Story,BV,213800000.0,179200000.0,2018
Spider-Man: Into The Spider-Verse,SONY,190200000.0,185300000.0,2018
Fifty Shades Freed,UNI.,100400000.0,271500000.0,2018
The Nun,WB(NL),117500000.0,248100000.0,2018
Monster Hunt 2,LGF,706000.0,361000000.0,2018
Peter Rabbit,SONY,115300000.0,236000000.0,2018
Mary Poppins Returns,BV,172000000.0,177600000.0,2018
A Quiet Place,PAR.,188000000.0,152900000.0,2018
Green Book,UNI.,85100000.0,234700000.0,2018
Skyscraper,UNI.,68400000.0,236400000.0,2018
Ocean's 8,WB,140200000.0,157500000.0,2018
Pacific Rim Uprising,UNI.,59900000.0,231100000.0,2018
Maze Runner: The Death Cure,FOX,58000000.0,230200000.0,2018
Tomb Raider,WB,58300000.0,216400000.0,2018
Halloween (2018),UNI.,159300000.0,96100000.0,2018
Crazy Rich Asians,WB,174500000.0,64000000.0,2018
Paddington 2,WB,40900000.0,186400000.0,2018
Smallfoot,WB,83200000.0,130900000.0,2018
Creed II,MGM,115700000.0,98300000.0,2018
Disney's Christopher Robin,BV,99200000.0,98500000.0,2018
The Equalizer 2,SONY,102100000.0,88300000.0,2018
The Nutcracker and the Four Realms,BV,54900000.0,119100000.0,2018
The Mule,WB,103800000.0,68700000.0,2018
Insidious: The Last Key,UNI.,67700000.0,100100000.0,2018
The Predator (2018),FOX,51000000.0,109500000.0,2018
Johnny English Strikes Again,UNI.,4400000.0,154500000.0,2018
Red Sparrow,FOX,46900000.0,104700000.0,2018
The First Purge,UNI.,69500000.0,67500000.0,2018
A Wrinkle in Time,BV,100500000.0,32200000.0,2018
The House With A Clock In Its Walls,UNI.,68500000.0,62900000.0,2018
Instant Family,PAR.,67400000.0,53200000.0,2018
The Commuter,LGF,36300000.0,83600000.0,2018
Game Night,WB(NL),69200000.0,48500000.0,2018
The Monkey King 3,WGUSA,187000.0,114900000.0,2018
First Man,UNI.,44900000.0,60800000.0,2018
Night School (2018),UNI.,77300000.0,25800000.0,2018
Alpha,STUDIO8,35900000.0,62300000.0,2018
A Simple Favor,LGF,53500000.0,44100000.0,2018
The Favourite,FOXS,34400000.0,61600000.0,2018
Truth or Dare,UNI.,41400000.0,53900000.0,2018
I Feel Pretty,STX,48800000.0,45700000.0,2018
Blockers,UNI.,60300000.0,33700000.0,2018
Goosebumps 2: Haunted Halloween,SONY,46700000.0,46600000.0,2018
BlacKkKlansman,FOCUS,49300000.0,44000000.0,2018
Overboard (2018),PNT,50300000.0,40900000.0,2018
Sherlock Gnomes,PAR.,43200000.0,47100000.0,2018
Robin Hood (2018),LG/S,30800000.0,54000000.0,2018
Mortal Engines,UNI.,16000000.0,67700000.0,2018
How Long Will I Love U,WGUSA,747000.0,82100000.0,2018
Den of Thieves,STX,44900000.0,35600000.0,2018
Hereditary,A24,44100000.0,35300000.0,2018
Tag,WB(NL),54700000.0,23400000.0,2018
Vice,ANNAPURNA,47800000.0,28200000.0,2018
Widows,FOX,42400000.0,33600000.0,2018
Sicario: Day of the Soldado,SONY,50100000.0,25800000.0,2018
Searching,SGEM,26000000.0,49400000.0,2018
The Spy Who Dumped Me,LGF,33600000.0,41800000.0,2018
Second Act,STX,39300000.0,33000000.0,2018
Sanju,FIP,7900000.0,63600000.0,2018
Book Club,PAR.,68600000.0,19000000.0,2018
12 Strong,WB,45800000.0,21600000.0,2018
"Love, Simon",FOX,40800000.0,25500000.0,2018
Mile 22,STX,36100000.0,30200000.0,2018
Life of the Party,WB(NL),53100000.0,12800000.0,2018
Isle Of Dogs,FOXS,32000000.0,32200000.0,2018
Adrift,STX,31400000.0,28500000.0,2018
The 15:17 to Paris,WB,36300000.0,20800000.0,2018
Early Man,LGF,8300000.0,46400000.0,2018
Peppermint,STX,35400000.0,18400000.0,2018
Teen Titans Go! To The Movies,WB,29800000.0,22300000.0,2018
Slender Man,SGEM,30600000.0,21200000.0,2018
Breaking In (2018),UNI.,46800000.0,4600000.0,2018
Once Upon a Deadpool,FOX,6100000.0,44400000.0,2018
The Son of Bigfoot,VPD,289000.0,46800000.0,2018
Uncle Drew,LG/S,42500000.0,4200000.0,2018
Tyler Perry's Acrimony,LGF,43500000.0,2900000.0,2018
Mary Queen of Scots,FOCUS,16500000.0,29900000.0,2018
The Possession of Hannah Grace,SGEM,14800000.0,28200000.0,2018
Overlord,PAR.,21700000.0,20000000.0,2018
The Darkest Minds,FOX,12700000.0,28400000.0,2018
Holmes and Watson,SONY,30600000.0,9900000.0,2018
Show Dogs,GLOBALROAD,17900000.0,21300000.0,2018
On the Basis of Sex,FOCUS,24600000.0,13600000.0,2018
Namiya,CL,70800.0,35300000.0,2018
The Girl in the Spider's Web: A New Dragon Tattoo Story,SONY,14800000.0,20300000.0,2018
The Hate U Give,FOX,29700000.0,5200000.0,2018
Death Wish (2018),MGM,34000000.0,19000000.0,2018
Nobody's Fool,PAR.,31700000.0,1800000.0,2018
Bad Times At The El Royale,FOX,17800000.0,14000000.0,2018
Baaghi 2,FIP,1300000.0,29900000.0,2018
The Happytime Murders,STX,20700000.0,6800000.0,2018
Midnight Sun,GLOBALROAD,9600000.0,17800000.0,2018
Pad Man,SONY,1700000.0,25600000.0,2018
Monster Family,VPD,127000.0,26300000.0,2018
White Boy Rick,STUDIO8,24000000.0,1900000.0,2018
Winchester,LGF,25100000.0,19000000.0,2018
The Death of Stalin,IFC,8000000.0,16600000.0,2018
Strangers: Prey at Night,AVIRON,24600000.0,19000000.0,2018
"Paul, Apostle of Christ",AFFIRM,17600000.0,5500000.0,2018
Padmaavat,VPD,11800000.0,11100000.0,2018
Proud Mary,SGEM,20900000.0,876000.0,2018
Superfly,SONY,20500000.0,236000.0,2018
If Beale Street Could Talk,ANNAPURNA,14900000.0,5700000.0,2018
Burn the Stage: The Movie,TRAFALGAR,4200000.0,16100000.0,2018
Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000.0,2018
The Wife,SPC,9600000.0,8600000.0,2018
Hell Fest,LGF,11100000.0,7100000.0,2018
Chappaquiddick,ENTMP,17400000.0,591000.0,2018
They Shall Not Grow Old,WB,18000000.0,19000000.0,2018
Free Solo,NGE,17500000.0,19000000.0,2018
The Children Act,A24,548000.0,17000000.0,2018
Beautiful Boy (2018),AMAZON,7600000.0,8700000.0,2018
Hunter Killer,LG/S,15800000.0,19000000.0,2018
Tully (2018),FOCUS,9400000.0,6300000.0,2018
Unfriended: Dark Web,BHTILT,8900000.0,6300000.0,2018
Upgrade,BHTILT,12000000.0,2400000.0,2018
Unsane,BST,7700000.0,6600000.0,2018
The Sisters Brothers,ANNAPURNA,3100000.0,10000000.0,2018
Welcome to Marwen,UNI.,10800000.0,2100000.0,2018
Hotel Artemis,GLOBALROAD,6700000.0,6000000.0,2018
Marrowbone,MAGN.,1400.0,12300000.0,2018
102 Not Out,SONY,1300000.0,10900000.0,2018
Boy Erased,FOCUS,6800000.0,5000000.0,2018
Back to Burgundy,MBOX,258000.0,11400000.0,2018
The Bookshop,GREENWICH,1600000.0,9900000.0,2018
The Old Man & the Gun,FOXS,11300000.0,19000000.0,2018
Gringo,STX,5000000.0,6000000.0,2018
Golden Slumber,CJ,94500.0,10600000.0,2018
Kin,LGF,5700000.0,4300000.0,2018
The Big Bad Fox and Other Tales,GK,35800.0,9600000.0,2018
Traffik,LGF,9200000.0,336000.0,2018
Can You Ever Forgive Me?,FOXS,8800000.0,19000000.0,2018
7 Days in Entebbe,FOCUS,3300000.0,5400000.0,2018
Pope Francis - A Man of His Word,FOCUS,2000000.0,6600000.0,2018
Condorito: La Pelicula,LGF,448000.0,8000000.0,2018
Suspiria,AMAZON,2500000.0,5400000.0,2018
Disobedience,BST,3500000.0,4400000.0,2018
Qué León (What A Lion),SPANGLISH,2600000.0,5200000.0,2018
Life Itself (2018),AMAZON,4099999.0,3700000.0,2018
Beirut,BST,5000000.0,2500000.0,2018
Return of the Hero,DISTRIB.,37100.0,7300000.0,2018
Soorma,SONY,390000.0,6200000.0,2018
The Hurricane Heist,ENTMP,6100000.0,19000000.0,2018
Every Day (2018),ORION,6100000.0,19000000.0,2018
Leave No Trace,BST,6000000.0,19000000.0,2018
My Hero Academia: Two Heroes,FUN,5800000.0,19000000.0,2018
Destroyer,ANNAPURNA,1500000.0,4000000.0,2018
Madame,BLUEFOX,91000.0,5300000.0,2018
Colette,BST,5100000.0,19000000.0,2018
Blindspotting,LG/S,4300000.0,530000.0,2018
Cold War (2018),AMAZON,4600000.0,19000000.0,2018
Papillon (2018),BST,2300000.0,2200000.0,2018
Gotti,VE,4300000.0,19000000.0,2018
The Mercy,SCRE.,29500.0,4200000.0,2018
Hichki,YASH,330000.0,3900000.0,2018
Ya Veremos,PNT,4200000.0,19000000.0,2018
Don't Worry He Won't Get Far on Foot,AMAZON,1400000.0,2500000.0,2018
A Private War,AVIRON,1600000.0,2200000.0,2018
Ben is Back,RATT.,3700000.0,19000000.0,2018
Bad Samaritan,ELECTRIC,3400000.0,19000000.0,2018
Gauguin: Voyage to Tahiti,COHEN,200000.0,3100000.0,2018
Shoplifters,MAGN.,3300000.0,19000000.0,2018
The Front Runner,SONY,2000000.0,1200000.0,2018
2001: A Space Odyssey (2018 re-release),WB,3200000.0,19000000.0,2018
Wildlife,IFC,1100000.0,2000000.0,2018
La Boda de Valentina,PNT,2800000.0,19000000.0,2018
You Were Never Really Here,AMAZON,2500000.0,19000000.0,2018
Billionaire Boy's Club,VE,1300.0,2500000.0,2018
The Rider,SPC,2400000.0,19000000.0,2018
Mary and the Witch's Flower,GK,2400000.0,19000000.0,2018
Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018
A Fantastic Woman,SPC,2000000.0,19000000.0,2018
MET Opera: La Traviata,FATHOM,1900000.0,19000000.0,2018
Capernaum,SPC,1700000.0,19000000.0,2018
I Still See You,LGF,1400.0,1500000.0,2018
Finding Your Feet,RATT.,1400000.0,19000000.0,2018
Never Look Away,SPC,1300000.0,19000000.0,2018
Maria by Callas,SPC,1300000.0,19000000.0,2018
Mandy,RLJ,1200000.0,19000000.0,2018
Andhadhun,EROS,1200000.0,19000000.0,2018
Lean on Pete,A24,1200000.0,19000000.0,2018
Nothing to Lose (2018),SWEN,1000000.0,19000000.0,2018
Raid (2018),EROS,1000000.0,19000000.0,2018
The Insult,COHEN,1000000.0,19000000.0,2018
Little Italy,EONE,990000.0,19000000.0,2018
The Catcher Was a Spy,IFC,725000.0,229000.0,2018
The Miseducation of Cameron Post,FR,905000.0,19000000.0,2018
Kedarnath,PACKYOURBAG,901000.0,19000000.0,2018
Schindler's List (2018 re-release),UNI.,833000.0,19000000.0,2018
Mirai,GK,813000.0,19000000.0,2018
Beast,RATT.,800000.0,19000000.0,2018
Pokemon the Movie: The Power of Us,FATHOM,789000.0,19000000.0,2018
The Party (2017),RATT.,750000.0,19000000.0,2018
Burning,WGUSA,719000.0,19000000.0,2018
Foxtrot,SPC,619000.0,19000000.0,2018
The Sound of Music (2018 re-release),FATHOM,616000.0,19000000.0,2018
The Big Lebowski (20th Anniversary),FATHOM,583000.0,19000000.0,2018
Manmarziyaan,EROS,567000.0,19000000.0,2018
Loveless (2018),SPC,566000.0,19000000.0,2018
Tommy Wiseau's The Room,FATHOM,550000.0,19000000.0,2018
Fireworks (2018),GK,525000.0,19000000.0,2018
The Spy Gone North,CJ,501000.0,19000000.0,2018
The Happy Prince,SPC,466000.0,19000000.0,2018
Final Portrait,SPC,462000.0,19000000.0,2018
Bag of Marbles,GAUM.,411000.0,19000000.0,2018
Vertigo (60th Anniversary),FATHOM,394000.0,19000000.0,2018
Oh Lucy!,FM,375000.0,19000000.0,2018
Mountain,GREENWICH,365000.0,19000000.0,2018
Time Freak,GRINDSTONE,10000.0,256000.0,2018
What They Had,BST,260000.0,19000000.0,2018
Batti Gul Meter Chalu,EROS,250000.0,19000000.0,2018
Borg vs. McEnroe,NEON,231000.0,19000000.0,2018
Matangi/Maya/M.I.A.,ABR.,231000.0,19000000.0,2018
Mazinger Z: INFINITY,FATHOM,221000.0,19000000.0,2018
Fate/Stay Night: Heaven's Feel - I. Presage Flower,FATHOM,194000.0,19000000.0,2018
Summer 1993,OSCI.,186000.0,19000000.0,2018
Maquia: When the Promised Flower Blooms (Subtitled),ELEV.,186000.0,19000000.0,2018
Karwaan,PACKYOURBAG,182000.0,19000000.0,2018
Last Letter,CL,181000.0,19000000.0,2018
The Accidental Detective 2: In Action,CJ,179000.0,19000000.0,2018
The Guardians,MBOX,177000.0,19000000.0,2018
Luis & the Aliens,VPD,170000.0,19000000.0,2018
Double Lover,COHEN,168000.0,19000000.0,2018
Ghost Stories,IFC,149000.0,19000000.0,2018
Museo,VITA.,149000.0,19000000.0,2018
The Little Mermaid (2018),CONGLOMERATE,147000.0,19000000.0,2018
The Young Karl Marx,ORCH.,126000.0,19000000.0,2018
Becoming Astrid,MBOX,120000.0,19000000.0,2018
Ryuichi Sakamoto: Coda,MUBI,117000.0,19000000.0,2018
Gonjiam: Haunted Asylum,WGUSA,115000.0,19000000.0,2018
Take Point,CJ,112000.0,19000000.0,2018
The Dawn Wall,ORCH.,112000.0,19000000.0,2018
The Negotiation,CJ,111000.0,19000000.0,2018
The Captain,MBOX,109000.0,19000000.0,2018
Mary Shelley,IFC,109000.0,19000000.0,2018
In Between,FM,108000.0,19000000.0,2018
Namaste England,EROS,104000.0,19000000.0,2018
Happy Phirr Bhag Jayegi,EROS,103000.0,19000000.0,2018
Ismael's Ghosts,MAGN.,103000.0,19000000.0,2018
Revenge (2018),NEON,102000.0,19000000.0,2018
Unstoppable (2018),WGUSA,101000.0,19000000.0,2018
Reign of Judges: Title of Liberty - Concept Short,DARINSOUTHA,93200.0,5200.0,2018
The Third Murder,FM,89300.0,19000000.0,2018
The House That Jack Built,IFC,88000.0,19000000.0,2018
Custody,KL,83900.0,19000000.0,2018
Godard Mon Amour,COHEN,82300.0,19000000.0,2018
Just a Breath Away,EONE,78000.0,19000000.0,2018
Mukkabaaz,EROS,75900.0,19000000.0,2018
Keys to the Heart,CJ,75100.0,19000000.0,2018
Tehran Taboo,KL,74800.0,19000000.0,2018
The Last Suit,OUTF,73500.0,19000000.0,2018
"Nico, 1988",MAGN.,73300.0,19000000.0,2018
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000.0,2018
Helicopter Eela,EROS,72000.0,19000000.0,2018
Under the Tree,MAGN.,67600.0,19000000.0,2018
Before We Vanish,SUPER,52100.0,19000000.0,2018
I Am Not a Witch,FM,50900.0,19000000.0,2018
Racer & the Jailbird,SUPER,46300.0,19000000.0,2018
Rodin,COHEN,44300.0,19000000.0,2018
What Will People Say,KL,44200.0,19000000.0,2018
A Ciambra,IFC,41900.0,19000000.0,2018
Oolong Courtyard,CL,37700.0,19000000.0,2018
Girls vs Gangsters,WGUSA,37100.0,19000000.0,2018
"No Date, No Signature",DISTRIB.,36400.0,19000000.0,2018
The Apparition (2018),MBOX,28300.0,19000000.0,2018
The Charmer,FM,26200.0,19000000.0,2018
Elliot: The Littlest Reindeer,SCRE.,24300.0,19000000.0,2018
The Workshop,STRAND,22100.0,19000000.0,2018
Loving Pablo,UNI.,22000.0,19000000.0,2018
A Paris Education,KL,21600.0,19000000.0,2018
Tag Along: The Devil Fish,CL,20700.0,19000000.0,2018
Gabriel and the Mountain,STRAND,18400.0,19000000.0,2018
Marlina the Murderer in Four Acts,ICAR.,17800.0,19000000.0,2018
The Escape,IFC,14000.0,19000000.0,2018
How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,13000.0,19000000.0,2018
"Lou Andreas-Salomé, the Audacity to be Free",CLS,12900.0,19000000.0,2018
Let Yourself Go,MEN.,12200.0,19000000.0,2018
Hannah (2018),PDF,11700.0,19000000.0,2018
Souvenir,STRAND,11400.0,19000000.0,2018
Furious (Legend of Kolovrat),CARUSEL,10000.0,19000000.0,2018
Beauty and the Dogs,OSCI.,8900.0,19000000.0,2018
The Quake,MAGN.,6200.0,19000000.0,2018
Edward II (2018 re-release),FM,4800.0,19000000.0,2018
El Pacto,SONY,2500.0,19000000.0,2018
The Swan,SYNERGETIC,2400.0,19000000.0,2018
An Actor Prepares,GRAV.,1700.0,19000000.0,2018
